"","name","desc"
"1431","46C298","damage   ship"
"1432","46C1442","fourwheeled vehicle drawn  two animals"
"1433","46C1442","fourwheeled vehicle drawn  two animals"
"1434","47I21","cattle"
"1435","34B232","fowl cock hen chicken etc"
"1436","47I24","beekeeping apiculture"
"1437","47I15","SCYTHE agricultural implements scythe"
"1438","46C131","riding  horse ass  mule rider horseman"
"1439","25F32","ROBIN songbirds robin"
"1440","47D8","GRINDSTONE tools aids implements crafts  industries grindstone"
"1441","25A13","globe"
"1442","25A13","globe"
"1443","49B416","university building college"
"1444","49B21","going  school"
"1445","33A1","saluting"
"1446","34F1","animals threatening man"
"1447","33B14","threatening behaviour challenging"
"1448","41A163","cottage"
"1449","34A1","friendship  man  animal caressing petting"
"1450","34A1","friendship  man  animal caressing petting"
"1451","47I4131","picking fruit"
"1452","43C14","tormenting animals sport  recreation"
"1453","34A1","friendship  man  animal caressing petting"
"1454","34B131","bird   cage"
"1455","43C14","tormenting animals sport  recreation"
"1456","25F24","DEER hoofed animals deer"
"1457","48C1411","exterior representation   building"
"1458","48C1411","exterior representation   building"
"1459","46C13141","horse"
"1460","26B","rain"
"1461","45C41","military camp  tents"
"1462","47I213","sheep"
"1463","48C7341","drum musical instrument"
"1464","47D41","watermill"
"1465","43C7","childrens games  plays"
"1466","32B342","Red Indians American Indians"
"1467","46C131","riding  horse ass  mule rider horseman"
"1468","32B342","Red Indians American Indians"
"1469","32B342","Red Indians American Indians"
"1470","42A3","mother  baby  young child"
"1471","32B342","Red Indians American Indians"
"1472","32B342","Red Indians American Indians"
"1473","45C16","RIFLE firearms rifle"
"1474","46C131","riding  horse ass  mule rider horseman"
"1475","46C131","riding  horse ass  mule rider horseman"
"1476","42B7422","mother  daughters family group"
"1477","46AA175","child labour AA women"
"1478","46C1811","horsesleigh"
"1479","46C131","riding  horse ass  mule rider horseman"
"1480","34B131","bird   cage"
"1481","31D13","adolescent young woman maiden"
"1482","25F(+421)","animals nest den burrow"
"1483","25F(+421)","animals nest den burrow"
"1484","46C24","sailingship sailingboat"
"1485","46C24","sailingship sailingboat"
"1486","34B1311","empty bird cage"
"1487","25F3","birds"
"1488","41A54","fence wall paling"
"1489","42B741","father  children man  children family group"
"1490","42B741","father  children man  children family group"
"1491","47I21","cattle"
"1492","47I15","PLOUGH agricultural implements plough"
"1493","46A15"," poor"
"1494","43C128","fisherman"
"1495","43C1281","fisherman showing catch"
"1496","46C13141","horse"
"1497","46C13141","horse"
"1498","46C1444","fourwheeled vehicle drawn    three animals"
"1499","46C1444","fourwheeled vehicle drawn    three animals"
"1500","46C131","riding  horse ass  mule rider horseman"
"1501","43C12","fishing sports"
"1502","46C24","sailingship sailingboat"
"1503","46C13141","horse"
"1504","31A4111","blind blindness"
"1505","46C1444","fourwheeled vehicle drawn    three animals"
"1506","46C1444","fourwheeled vehicle drawn    three animals"
"1507","46C131","riding  horse ass  mule rider horseman"
"1508","43C12","fishing sports"
"1509","46C24","sailingship sailingboat"
"1510","46C13141","horse"
"1511","31A4111","blind blindness"
"1512","46C1441","fourwheeled vehicle drawn  one animal"
"1513","46C1444","fourwheeled vehicle drawn    three animals"
"1514","49N","reading"
"1515","46C1451","covered wagon hooded wagon"
"1516","43C114","hunter"
"1517","43C11123","hunt predatory animals fox lion"
"1518","46C131","riding  horse ass  mule rider horseman"
"1519","31D13","adolescent young woman maiden"
"1520","31D13","adolescent young woman maiden"
"1521","31D13","adolescent young woman maiden"
"1522","46C512","departure travelling"
"1523","49N1","reading  somebody"
"1524","46B321","bookkeeping accountant"
"1525","41D441","sewing"
"1526","25F39","DOVE  birds dove"
"1527","41B16","campfire watchfire"
"1528","29A","animals acting  human beings"
"1529","43C7132","jumpingrope games"
"1530","34B131","bird   cage"
"1531","34B","domestic animals kept   outside  house"
"1532","34A","taming  training  animals"
"1533","29A","animals acting  human beings"
"1534","29A","animals acting  human beings"
"1535","29A","animals acting  human beings"
"1536","29A","animals acting  human beings"
"1537","46C1463","whip"
"1538","29A","animals acting  human beings"
"1539","34A3","training  dogs"
"1540","34B121","cat  mouse"
"1541","34","man  animal"
"1542","34","man  animal"
"1543","47H313","spinningwheel"
"1544","25F3","birds"
"1545","25F3","birds"
"1546","25F35","BIRD OF PARADISE ornamental birds bird  paradise"
"1547","25F36","waterbirds"
"1548","25F38","OSTRICH walker  runner birds ostrich"
"1549","25F37","CRANE shorebirds  wadingbirds crane"
"1550","25F32","WREN songbirds wren"
"1551","25F39","CUCKOO  birds cuckoo"
"1552","25F39","WOODPECKER  birds woodpecker"
"1553","25F38(PHEASANT)","walker  runner birds pheasant"
"1554","25F35","PEACOCK ornamental birds peacock"
"1555","25F35","PARROT ornamental birds parrot"
"1556","25F39","HUMMINGBIRD  birds hummingbird"
"1557","25F32","JAY songbirds BLUE JAY"
"1558","25F3","birds"
"1559","25F36","SWAN waterbirds swan"
"1560","25F37","WOODCOCK shorebirds  wadingbirds woodcock"
"1561","24A","sun  celestial body"
"1562","24A","sun  celestial body"
"1563","24A1","sunrise"
"1564","26B2","rainbow"
"1565","24B2","full moon"
"1566","25H183","field filled   crop"
"1567","25H133","beach"
"1568","26E2","lightning flash  lightning thunderbolt"
"1569","23F41","winter landscape landscape symbolizing winter  four seasons   year"
"1570","25F","animals"
"1571","25F23","LEOPARD beasts  prey predatory animals leopard"
"1572","25C11","eruption  volcano"
"1573","24F1","contemplating  firmament"
"1574","26C31","storm  land"
"1575","43B11","contemplating nature"
"1576","47I14","harvest"
"1577","46B412","selling"
"1578","25F37","GULL shorebirds  wadingbirds gull"
"1584","11Q2112","prayer  going  bed   getting "
"1585","42B742","mother  children woman  children family group"
"1586","46B132","shopwindow showwindow"
"1587","25F32(FINCH)","songbirds finch"
"1588","44B1511","queen empress etc wife   ruler"
"1589","43C7146","ball games childrens games"
"1590","11Q712 church","exterior"
"1591","46C13141","horse"
"1592","47K42","fishing net"
"1593","43C121(+41614)","angling fishhook"
"1594","46C1451","covered wagon hooded wagon"
"1595","46C26","steamsailer"
"1596","46C1521","steam locomotive"
"1597","25G4","WHEAT plants  herbs wheat"
"1598","43C722","playing  top"
"1599","46C232","rowingboat canoe etc"
"1600","49M11","printing press"
"1601","46C121","carrying something"
"1602","43C1132","hunter displaying  presenting  spoils   hunt"
"1603","32B342","Red Indians American Indians"
"1604","32B342","Red Indians American Indians"
"1605","43C1132","hunter displaying  presenting  spoils   hunt"
"1606","32B342","Red Indians American Indians"
"1607","32B342","Red Indians American Indians"
"1608","46C133","packanimal"
"1609","46C131","riding  horse ass  mule rider horseman"
"1610","61","historical events  situations historical persons"
"1611","32B341","Eskimos"
"1612","25H","landscapes"
"1613","11Q7211","leaving  church  service"
"1614","46C1811","horsesleigh"
"1615","25F35","PEACOCK ornamental birds peacock"
"1616","25F35","BIRD OF PARADISE ornamental birds bird  paradise"
"1617","25F3","birds"
"1618","25F32","SWALLOW songbirds swallow"
"1619","25F37	","shorebirds  wadingbirds"
"1620","25F37","shorebirds  wadingbirds"
"1621","25F32","JAY songbirds BLUE JAY"
"1622","25F39","HOOPOE  birds hoopoe"
"1623","25F32","ROBIN songbirds robin"
"1624","25F39","KINGFISHER  birds kingfisher"
"1625","25F39","DOVE  birds dove"
"1626","25F27","WHALE swimming mammals whale"
"1627","25F27","WHALE swimming mammals whale"
"1628","25F27","WHALE swimming mammals whale"
"1629","25F27","WHALE swimming mammals whale"
"1630","47K11","whale fishery whaling"
"1631","25F27","WHALE swimming mammals whale"
"1632","31D15","adult woman"
"1633","25F711","BUTTERFLY insects butterfly"
"1634","25F711","DRAGONFLY insects dragonfly"
"1635","25F711","GRASSHOPPER insects grasshopper"
"1636","34B232","fowl cock hen chicken etc"
"1637","25F713","spiders"
"1638","25G3","trees"
"1639","25F23","LION beasts  prey predatory animals lion"
"1640","25F24","CAMEL hoofed animals camel"
"1641","25F23","BEAR beasts  prey predatory animals bear"
"1642","25F23","WOLF beasts  prey predatory animals wolf"
"1643","25F24","IBEX hoofed animals ibex"
"1644","25F24","ANTELOPE hoofed animals antelope"
"1645","25F25","ELEPHANT trunked animals elephant"
"1646","25F23","LION beasts  prey predatory animals lion"
"1647","25F23","LEOPARD beasts  prey predatory animals leopard"
"1648","25F25","ELEPHANT trunked animals elephant"
"1649","25F24","BUFFALO hoofed animals  NAME"
"1650","25F25","ELEPHANT trunked animals elephant"
"1651","25F23","LION beasts  prey predatory animals lion"
"1652","25F23","LEOPARD beasts  prey predatory animals leopard"
"1653","25F25","ELEPHANT trunked animals elephant"
"1654","25F24","BUFFALO hoofed animals  NAME"
"1655","25F3","birds"
"1656","25F3","birds"
"1657","25F33","EAGLE predatory birds eagle"
"1658","25F36","SWAN waterbirds swan"
"1659","25F35","PARROT ornamental birds parrot"
"1660","25F39","HOOPOE  birds hoopoe"
"1661","25F34","owls"
"1662","47I413","fruit harvest"
"1663","25G1","plants  general"
"1664","41A6811","watering plants"
"1665","47I413","fruit harvest"
"1666","25G1","plants  general"
"1667","25G41","flowers"
"1668","25G41","LILY flowers lily"
"1669","25G41","LILY flowers lily"
"1670","25G41","flowers"
"1671","25G41","FORGETMENOT flowers  NAME"
"1672","25G41","flowers"
"1673","25G41","flowers"
"1674","25G1","plants  general"
"1675","25G1","plants  general"
"1676","25G1","plants  general"
"1677","25G1","plants  general"
"1678","41A6711","flowers   vase"
"1680","25F42","snakes"
"1681","34B11","dog"
"1682","48C7341","drum musical instrument"
"1683","43C724","flying  kite"
"1684","46C13141","horse"
"1685","47I213","sheep"
"1686","46C24","sailingship sailingboat"
"1687","33A5","friends"
"1688","34B11","dog"
"1689","34B11","dog"
"1690","34B114","walking  dog"
"1691","34B11(...)","dog ESKIMO DOG"
"1692","46C1812","dogsleigh"
"1693","34B11(...)","dog HARE INDIAN DOG"
"1694","34B11(...)","dog BLOOD HOUND"
"1695","34B11","dog"
"1696","49N1","reading  somebody"
"1697","7","Bible"
"1698","49N","reading"
"1699","49N1","reading  somebody"
"1700","11Q7211","leaving  church  service"
"1701","46A212","giving alms   charity eg handing  food"
"1702","73B4","presentation   Christchild   temple usually Simeon  Anna present Luke "
"1703","73C72211","Christ resting  Jacobs well   sent  disciples  Sychar"
"1704","49N1","reading  somebody"
"1705","73D6"," crucifixion  Christ Christs death   cross Golgotha Matthew  Mark  Luke  John "
"1706","73D626","darkness   sixth   ninth hour represented   solar eclipse Christs death"
"1707","24A1","sunrise"
"1708","41A251","study studiolo library"
"1709","42E131","mourning  dead"
"1710","11Q751","public prayer"
"1711","48C7322","harp"
"1712","47I242","beehive"
"1713","49B21","going  school"
"1714","49N","reading"
"1715","41C1","eating  drinking"
"1716","42E43","churchyard cemetery"
"1717","25G41","ROSE flowers rose"
"1718","25G41(ROSE)","flowers rose"
"1719","25G41","flowers"
"1720","46C215(ANCHOR)","parts  ships exterior anchor"
"1721","47D31","windmill"
"1722","25G41","flowers"
"1723","44A3","flag colours  symbol   state etc"
"1724","41A191","tent"
"1725","25G3","trees"
"1726","45C16","CANNON firearms cannon"
"1727","23U24","clock"
"1728","46C232","rowingboat canoe etc"
"1729","46C232","rowingboat canoe etc"
"1730","25G3","trees"
"1731","11Q71454","pulpit ambo chancel"
"1732","34D111","mouse trap"
"1733","49N","reading"
"1734","42D119"," refused  proposal rejected"
"1735","43C11","hunting chase"
"1736","44B125","ruler commanding"
"1737","44G313","prisoner  cell  locked place"
"1738","42A3","mother  baby  young child"
"1741","43C724","flying  kite"
"1742","46C232","rowingboat canoe etc"
"1743","43C724","flying  kite"
"1744","41D262","fan"
"1745","46C232","rowingboat canoe etc"
"1746","41A775","wooden container barrel cask bucket"
"1747","41D41","care  clothes eg brushing beating airing"
"1748","41C326","jar jug used  drinkingvessel"
"1749","41C741","pipe tobacco"
"1750","47D8","tools aids implements crafts  industries knife"
"1751","41C312","fork"
"1752","41C313","spoon"
"1753","47I15(SPADE)","agricultural implements spade"
"1754","11QQ7121","parts  church exterior  annexes chapel QQ small church chapel"
"1755","46C122","wheelbarrow"
"1756","25F23","beasts  prey predatory animals bear"
"1757","25F38","walker  runner birds turkey"
"1758","25F27","swimming mammals walrus"
"1759","25F32","songbirds finch"
"1760","46C13141","horse"
"1761","25F32","songbirds nightingale"
"1762","47I2131","ram"
"1763","25F39"," birds woodpecker"
"1764","25F24","hoofed animals deer"
"1765","25F39"," birds kingfisher"
"1766","47I2112","cow"
"1767","25F32","songbirds blackbird"
"1768","25F23","beasts  prey predatory animals lynx"
"1769","25F","zebra"
"1770","46C13142","ass donkey"
"1771","25F711","BUTTERFLY insects butterfly"
"1772","46C24","sailingship sailingboat"
"1773","42B832"," naughty child"
"1774","34B114","walking  dog"
"1775","43B15","enjoying nature animals"
"1776","31A542","washing ones face  head"
"1777","43B412","falling   tree"
"1778","47I2131","ram"
"1779","46C13142","ass donkey"
"1780","47I2131","ram"
"1781","47I2112(+85)","cow"
"1782","47I21111","ox"
"1783","46C13141","horse"
"1784","46C13142","ass donkey"
"1785","25F24","hoofed animals deer"
"1786","25F","animals"
"1787","25F","animals"
"1788","25F23","BEAR beasts  prey predatory animals bear"
"1789","25F","animals"
"1790","25F23","LYNX beasts  prey predatory animals lynx"
"1791","25F24","BOAR hoofed animals boar"
"1792","25F27","WALRUS swimming mammals WALRUS"
"1793","25F","animals"
"1794","25F","animals"
"1795","48C7322","harp"
"1796","41B525","fireengine"
"1797","46C34","balloon aviation"
"1798","47D31","windmill"
"1799","41A722","couch sofa settee"
"1800","41A73","furniture  storage"
"1801","48C7322","harp"
"1802","48C7313","viol rebec violinlike instruments"
"1803","48C7311","violin fiddle"
"1804","48C7352","horn trumpet cornet trombone tuba"
"1805","41B525","fireengine"
"1806","46C122","wheelbarrow"
"1807","49N1","reading  somebody"
"1808","25F34","owls"
"1809","25A13","globe"
"1810","23U25","watch"
"1811","23U24","clock"
"1812","25A13","globe"
"1813","49L62","inkwell"
"1814","49L51","pen"
"1815","49L6453","slate writing material"
"1816","42A411","cradle crib"
"1817","46C215(ANCHOR)","parts  ships exterior anchor"
"1818","11QQ712","church exterior QQ small church chapel"
"1819","41A3911","well"
"1820","41C625","pie"
"1821","41C625","pie"
"1822","31D5","young versus old age young  old"
"1823","33A31","knocking   door"
"1824","41C111","giving food"
"1825","41C26","preparation  food"
"1826","41C26","preparation  food"
"1827","41C625","pie"
"1828","41C625","pie"
"1829","49B24","teacher  pupil"
"1830","49B24","teacher  pupil"
"1831","61A","historical events  situations"
"1832","61","historical events  situations historical persons"
"1833","49N","reading"
"1834","49N","reading"
"1835","31D11222","girl child  toddler  youth"
"1836","42AA571","child running errands AA girl"
"1837","34","man  animal"
"1838","25F23","WOLF beasts  prey predatory animals wolf"
"1839","34F13 ","animal killing man"
"1840","29A","animals acting  human beings"
"1841","29A","animals acting  human beings"
"1842","34F13 ","animal killing man"
"1843","47I242","beehive"
"1844","42B742","mother  children woman  children family group"
"1845","31A235","sitting figure"
"1846","11P5","spreading  gospel missionary work"
"1847","46E412","manual signalling  flags"
"1848","46C18","locomotion  snow  ice nonsport"
"1849","46C18","locomotion  snow  ice nonsport"
"1850","46A212","giving alms   charity eg handing  food"
"1851","31A235","sitting figure"
"1852","43B51","  beside  water   beach"
"1853","46C2931","saving  person  drowning"
"1854","49G1","physician doctor"
"1855","25HH214","lake HH ideal landscapes"
"1856","49N1","reading  somebody"
"1857","49N1","reading  somebody"
"1858","49N1","reading  somebody"
"1859","49N1","reading  somebody"
"1860","49N1","reading  somebody"
"1861","25F3(+421)","birds nest den burrow"
"1862","49N1","reading  somebody"
"1863","49B24","teacher  pupil"
"1864","31BB19","resting BB   doors"
"1865","11Q21","one person praying"
"1866","49N1","reading  somebody"
"1867","49N1","reading  somebody"
"1868","49N1","reading  somebody"
"1869","43B51","  beside  water   beach"
"1870","31BB19","resting BB   doors"
"1871","41C422","afternoon tea"
"1872","48AA9831","foliage tendrils branches ornament AA stylized"
"1873","42F3","household chores"
"1874","49N1","reading  somebody"
"1875","42B7411","father  sons family group"
"1876","49N1","reading  somebody"
"1877","43B144","picking flowers"
"1878","31BB19","resting BB   doors"
"1879","49B2","elementary school class form"
"1880","31BB19","resting BB   doors"
"1881","49N1","reading  somebody"
"1882","49N1","reading  somebody"
"1883","49G21","sickbed"
"1884","49N1","reading  somebody"
"1885","31A2723","climbing"
"1886","31BB19","resting BB   doors"
"1887","12H7","ritual objects  ritual means Hinduism Buddhism Jainism"
"1888","49N1","reading  somebody"
"1889","43B51","  beside  water   beach"
"1890","31BB19","resting BB   doors"
"1891","46A15"," poor"
"1892","31BB19","resting BB   doors"
"1893","32B32","MIDDLEEASTERNS Africans  NAME"
"1894","49N1","reading  somebody"
"1895","49G211","visiting  sick sick person together  others"
"1896","49N1","reading  somebody"
"1897","33A3","visiting receiving guests elegant company"
"1898","31BB19","resting BB   doors"
"1899","49N1","reading  somebody"
"1900","49N1","reading  somebody"
"1901","41A681","gardening"
"1902","49N1","reading  somebody"
"1903","47I2212","shepherd  sheep  lamb   shoulders"
"1904","49N1","reading  somebody"
"1905","43C7361","child  rain"
"1906","49N1","reading  somebody"
"1907","42B741","father  children man  children family group"
"1908","49N1","reading  somebody"
"1909","43C7","childrens games  plays"
"1910","49N1","reading  somebody"
"1911","42B71","family life  home"
"1912","49N1","reading  somebody"
"1913","41A681","gardening"
"1914","49N1","reading  somebody"
"1915","11P5","spreading  gospel missionary work"
"1916","48C7322","harp"
"1917","49N1","reading  somebody"
"1918","25II3","farm  solitary house  landscape II ideal landscapes"
"1919","46C1318","horse  motion"
"1920","46C131411","fighting horses"
"1921","46C13141","horse"
"1922","46C13182","trotting horse  motion"
"1923","46C13183","galloping horse"
"1924","46C13141","horse"
"1925","46C13184","jumping horse  motion"
"1926","46C13187","leading  horse   reins rider beside  horse"
"1927","46C13183","galloping horse"
"1928","46C13183","galloping horse"
"1929","25F26(RAT)","RAT rodents rat"
"1930","43A373","clown"
"1931","48A98","ornaments art"
"1932","46B222","pedlar"
"1933","46A151","beggar"
"1934","46A15"," poor"
"1935","43C7","childrens games  plays"
"1936","41C741","pipe tobacco"
"1937","43B31","inn coffeehouse public house etc"
"1938","44B113","king"
"1939","46A151","beggar"
"1957","31D17","old woman"
"1958","31D17","old woman"
"1959","31A235","sitting figure"
"1960","46C1215","carrying something   head    shoulders"
"1961","25F26(RAT)","rodents rat"
"1962","29A","animals acting  human beings"
"1963","46C132","riding  animal   horse ass  mule"
"1964","34B12","cat"
"1965","31D14","adult man"
"1966","29A","animals acting  human beings"
"1967","32A2","fat  thin human types"
"1968","31A534","beard"
"1969","31E34","finding  dead person"
"1970","42D21","bride  groom  weddingdress"
"1971","42D3","marriage married couple matrimonium"
"1972","31E34","finding  dead person"
"1973","55C3","Lending Letting"
"1974","44G89","rescuing  victim  informal justice"
"1975","45H53","putting   action  killing"
"1976","43C7433","children singing"
"1977","43C7433","children singing"
"1978","41C43","evening meal dinner supper"
"1979","49B25","punishment  school"
"1980","43A3743","bears circus performance"
"1981","49B2","elementary school class form"
"1982","43C7","childrens games  plays"
"1983","49B2","elementary school class form"
"1984","46C131","riding  horse ass  mule rider horseman"
"1985","41C43","evening meal dinner supper"
"1986","49N","reading"
"1987","33A61","help   endangered fellow man"
"1988","42AA51","toddler AA girl"
"1989","25F23","FERRET beasts  prey predatory animals ferret man  animal"
"1990","31BB19","resting BB   doors"
"1991","42E22","cortege funeral procession"
"1992","25F26","RABBIT rodents rabbit"
"1993","31BB19","resting BB   doors"
"1994","26C32","storm  sea"
"1995","43C128","fisherman"
"1996","23F41","winter landscape landscape symbolizing winter  four seasons   year"
"1997","41A162","villa"
"1998","46A85","adventurer"
"1999","26C32","storm  sea"
"2000","46C514","arrival  return travelling"
"2001","45H13(+3)"," surprise attack stratagem naval force"
"2002","46C24","sailingship sailingboat"
"2003","46C232","rowingboat canoe etc"
"2004","46C2941","salvaging  wreck"
"2005","41A18","hut cabin lodge"
"2006","34A","taming  training  animals"
"2007","45H53","putting   action  killing"
"2008","33A6","saving  endangered fellow man"
"2009","42B71","family life  home"
"2010","49B22","returning home  school"
"2011","43C771","reading  picture book"
"2012","41C622","cake tart pastry"
"2013","43C78421","playing  boats"
"2014","49B21	going to school","going  school"
"2015","49N","reading"
"2016","43C7","childrens games  plays"
"2017","43C78722","rockinghorse"
"2018","25F38","QUAIL walker  runner birds quail"
"2019","25F26","RABBIT rodents rabbit"
"2020","43C415","ball games   ball  hit  racket  hand"
"2021","42G2221","brothers second degree family relationships"
"2022","41A16","rural housing eg countryhouse villa cottage"
"2023","46C147","diligence omnibus horsetram"
"2024","46C1421","twowheeled vehicle drawn  one animal"
"2025","25F24","STAG hoofed animals stag"
"2026","25F36","SWAN waterbirds swan"
"2027","31A2422","head turned   right"
"2028","31A2421","head turned   left"
"2029","46C232","rowingboat canoe etc"
"2030","41CC422","afternoon tea CC   doors"
"2031","46C124","rickshaw"
"2032","43B144","picking flowers"
"2033","25F23","LEOPARD beasts  prey predatory animals leopard"
"2034","25F24","hoofed animals"
"2035","46C5121","waving farewell departure   journey"
"2036","41D2666","diadem tiara"
"2037","44BB1212","throne BB female ruler"
"2038","31AA2421","head turned   left AA female human figure"
"2039","45B211","drill military training"
"2040","47C55","sharpening grinding industrial processes"
"2041","46B412","selling"
"2042","46C131","riding  horse ass  mule rider horseman"
"2043","31A535","barber barbershop"
"2044","46C131","riding  horse ass  mule rider horseman"
"2045","47I214","goat"
"2046","34A1","friendship  man  animal caressing petting"
"2047","44E2","street lighting"
"2048","34B113","watchdog dog watching"
"2049","47B1814","butcher slaughterman"
"2050","41C651","potatoes"
"2051","34B114","walking  dog"
"2052","42F53","manservant footman"
"2053","47B191","handicrafts maintenance  repair"
"2054","46C271","crew ship"
"2055","34B11","dog"
"2056","46B412","selling"
"2057","34B2321","chicken house"
"2058","41D42","laundering"
"2059","46B412","selling"
"2060","46C232","rowingboat canoe etc"
"2061","47I1451","haywagon"
"2062","43C7181","swinging childrens game"
"2063","47I2111","bull"
"2064","48CC7521","one person playing string instrument bowed CC   doors"
"2065","42A3","mother  baby  young child"
"2066","31BB13","sleeping   ground BB   doors"
"2067","31A422","dwarfs"
"2068","43B412","falling   tree"
"2069","31D11222","girl child  toddler  youth"
"2070","43C7","childrens games  plays"
"2071","34B12","cat"
"2072","34F12","man killing animal"
"2073","31A2731","falling"
"2074","29A1","mundus inversus  reversed world  topsyturvy world le monde bestourné"
"2075","43C76","   playing"
"2076","46C126","unusual means  transport"
"2077","34A1","friendship  man  animal caressing petting"
"2078","34A1","friendship  man  animal caressing petting"
"2079","34A1","friendship  man  animal caressing petting"
"2080","34A1","friendship  man  animal caressing petting"
"2081","42E131","mourning  dead"
"2082","34A1","friendship  man  animal caressing petting"
"2083","29A","animals acting  human beings"
"2084","29A","animals acting  human beings"
"2085","29A","animals acting  human beings"
"2086","29A","animals acting  human beings"
"2087","29A","animals acting  human beings"
"2088","29A","animals acting  human beings"
"2089","42A36","mother playing  baby fondling dandling crooning"
"2090","41C11","eating"
"2091","41C625","pie"
"2092","29A","animals acting  human beings"
"2093","46C121","carrying something"
"2094","42B81","spanking drubbing  naughty children"
"2095","53CC32","Pleading"
"2096","43C734","child playing  animals"
"2097","29A","animals acting  human beings"
"2098","43C725","walking  stilts"
"2099","43C7181","swinging childrens game"
"2100","71Q241"," wedding feast Esthers feast"
"2101","42B741","father  children man  children family group"
"2103","49L11","handwriting writing  activity"
"2104","44B1511","queen empress etc wife   ruler"
"2105","48C7523","one person playing keyboard instrument"
"2106","32B311","SPANIARDS Europeans Spaniards"
"2107","32B342","Red Indians American Indians"
"2108","32B311","ITALIANS Europeans ITALIANS"
"2109","32B344","coloured races  South America"
"2110","32B33","TURKS Asiatic races  peoples Turks"
"2111","32B311","RUSSIANS Europeans RUSSIANS"
"2112","32B33","INDIANS Asiatic races  peoples Indians"
"2113","31A42","human beings legendary    abnormal proportions size strength etc"
"2114","25G41","ROSE flowers rose"
"2115","34B232","fowl cock hen chicken etc"
"2116","25G4","WHEAT plants  herbs wheat"
"2117","25F34","owls"
"2118","48C7341","drum musical instrument"
"2119","25F51","FROG tailless amphibians frog"
"2120","41A3911","well"
"2121","25F6","fishes"
"2122","41A775","wooden container barrel cask bucket"
"2123","43C724","flying  kite"
"2124","46C24","sailingship sailingboat"
"2125","46C24","sailingship sailingboat"
"2126","43B15","enjoying nature animals"
"2127","31D16","old man"
"2128","31D16","old man"
"2129","33A2","taking leave"
"2130","31D5","young versus old age young  old"
"2131","46C2931","saving  person  drowning"
"2132","43B11","contemplating nature"
"2133","32B32","Africans"
"2134","31D14","adult man"
"2135","45C16","RIFLE firearms rifle"
"2136","31D14","adult man"
"2137","46C2711","seaman"
"2138","49N","reading"
"2139","32B342","Red Indians American Indians"
"2140","25F3","birds"
"2141","25F24","DEER hoofed animals deer"
"2142","29","surrealia surrealistic representations"
"2143","42B741","father  children man  children family group"
"2144","46C114","underground road tunnel"
"2145","41B34","oillamp"
"2146","13A12","materialization appearance  spirit  ghost"
"2147","31A314","spying  someone"
"2148","44B127","ruler   subjects"
"2149","44B127","ruler   subjects"
"2150","47I242","beehive"
